content,score
"Saldo anda tidak cukup katanya pas mau transfer,padahal saldo lebih dari cukup",2
Baru 2 hari buat ATM baru kartunya udah ga bisa dipakek kecewa banget pada PT sebesar ini sampai melakukan hal tersebut Apakah tidak ada pengecekan ?,1
"Ngga ada fitur card less, padahal di bni mobile banking sudah ada, Cs nya minta install wonder instead of BNI mobile banking yang langsung aku un install. Nyesel.",1
"Masih banyak bug, bukan nya bikin lancar mlah bikin ribet klo kek gini",1
Cara mudah bayar ini itu pake aplikasi wondr by BNI Sering dan banyak banget promo menarik transaksi palai wondr,5
"Apk jelek sering keluar sendiri sebelum transaksi, mending pake apk BNI yg dulu, kebanyakan error",1
"maintenance mulu, bikin jadi ga produktif, menghambat pekerjaan karena maintenance dadakan",1
"aplikasi dengan fitur yang mudah, selain itu sangat mmbantu penggunany",5
"Kalo gak update gak bisa dibuka, setelah di update malah gak bisa dipake virtual account hadeeh",2
Ada apa dgn wonder BNI 25/11/24 tidak Bisa akses... Keterangan lagi perbakan terus seharian ini.. sya gk bsa transaksi,4
"Hari ini dari pagi sampai sekarang hampir jam 6 sore gangguan terus, seumur2 baru nemu aplikasi m-banking kayak gini Kerjaan kalian itu apa terhadap aplikasi ini?",1
"Layanan call center & WA centernya cukup buruk, sampai berhari-hari tdk direspon. Setiap di telp selalu suruh nunggu terus",4
"Apk suka gangguan gajelas. Simpel tapi gangguan terus, tiap mau dipake gangguan",1
"Utk input favorit tidak disediakan, pada input no token... Applikasinya Ribet... perlu input berkali2",1
Mau transfer pake VA malah tampilannya suruh sambungin ke linkAja! Beberapa kali dicb kaya gtu trs akhirnya balik lagi pake bni mobile banking.,1
"Sangat mengecewakan,, Kenapa terjadi kendala trf via qris , sampe² saldo saya terbuang percuma,,",1
Terlalu sering upgrade menggaggu kenyamanan saat mau bertransaksi mending embanking BNI Yang lama,2
Saat makan di kedai kamuning bayarnya menggunakan Qris simpel dan cepat,5
Katanya Super App tapi ga bisa tarik tunai tanpa kartu. Masih belum bisa gantiin bni mobile.,1
Aplikasi ini sangat memudahkan saya untuk melakukan transaksi di bank sangat efektif untuk digunakan dan kita bisa melakukan pembayaran apapun disana,5
"Sering ada kendala kalo sinyalnya kurang bagus, tp pas buka mbanking sebelah aman2 aja tuh",2
"Aplikasi apa ini,mobile tunai tidak ada/belum ada. Keseringan error lagi",2
"Teransaksi mudah banget ga dibikin ribet, aplikasinya pun bagus",5
Keluar terus... Sesi berkahir terus. Sudah berkali-kali. Tolong diperbaiki.,1
"Mau smpe kapan ini error trs,kita sedang transaksi,jd terganggu,",1
"Gagal Mulu verifikasi email ,, tanpa verifikasi aplikasi tidak bisa digunakan ,, ini mah sama ajah nyuruh ke bank",1
Mohon ditingkatkan dan ditambahkan lagi buat pembayaran biaya pendidikan nya. Terimakasih,3
"Fiturnya kurang lengkap ,tidak ada buat setor tunai sama tarik tunai tanpa kartu....",4
Perbaikan terus lambat penanganan. Masih bagus bni mobile yg lama ketimbng yg baru ini,2
"Lebih mudah buat transaksi yaa, flexibel banget, sangat terbantu",5
"aktivasi nya cepet banget, jadi gampang buat pemula. cara pakenya juga ga ribet woyy🫠🫠",5
Sering gangguan sehingga mau transaksi tidak berhasil...tolong diperbaiki,1
Masih blm ada mobile tunia ya.. Sekelas BNI. Masa aplikasih m-banking nya tidak ada pilihan tarik tunai. Padahal penting bgt buat orang kaya saya yg suka lupa bawa atm,3
"Saya kasih bintang 1, karena aplikasi ini tidak ada di Huawei AppGalery, karena saya pengguna Huawei... Terima kasih.",1
"Pengunaan mudah , buat pengguna baru jugaa gampang buat transaksi transaksi",5
Pendaftaran nya gampang dan cepat Aplikasi nya juga bagus Mudah di gunakan,5
Ternyata belum bisa tarik tunai lewat aplikasi.. tiwas udah hapus M banking.. digunakan baru sebatas qris,2
Banyak masalah trs di apk nyaa Saya jd susah buat melalukan pembayaran non tunai tolong segera perbaiki ya,3
"Belum Siap Aplikasinya... Lemot, Sering kendala.. masih bagus aplikasi BNI Mobile Banking",1
Lebih mudah pakek aplikasi yang lama.. kalau kayak gini BNI kehilangan nasabah ni gara gara wonder😤,1
"wonderr error dari jam 9 pagi sampai sekarang jam 7 malam,saya kecewa mau beli makan gak bisa karena error apk nya",5
"Aplikasi sampah, kenapa ga bisa 1 apps aja pake BNI mobile untuk semua layanan. Ribet",1
Malah merosot dari aplikasi sebelumnya. Seharusnya kembangkan yang lama agar lebih top lagi,1
Kurang bagus dalam aplikasi transaksinya dan tidak ada tabungan tapenas.masih bagusan BNI mobile,1
"Woyyy yg bener aja lah tiba-tiba maintenance, lagi butuh duit buat top up jg",4
Apk nya bagus tapi kenapa pas saya daftar ulang kok terjadi perbaikan apk nya ya ???,3
Sangat susah untuk verifikasi wajah padahal sudah sesuai dengan instruksi berhari hari pun tidak bisa 😅,1
terimakasih bni. aplikasi selalu memudahkan dan sesimple itu. makin baik kedepannya ya,5
Kak mohon di aplikasi yang baru ini ada menu untuk setor tunai dan tarik tunai nya kak,3
"Aplikasi sampah masa aku beli token listrik tulisanya ""gagal coba lagi"" aku coba terus tetap gagal, pas aku cek saldo rekening malah terkuras sampe 5x",1
"Aplikasi t*l*l, lebih banyak bug dan server selalu error, developer ga niat ini yg bikin",1
"Seharian banget kah ini maintenance nyaaaa, mau pake m banking juga gak bisa tapi ini wondr malah maintenance sehariannnnn.",1
Saya ga suka aplikasi wondr by BNI ini saya lebih suka BNI yang lama. Aplikasi wondr by BNI ni...... sistem nya gabagus,1
"bagus dan lebih simple, tapi sayang kok kurang lengkap, untuk pembayaran, seperti gas kok malah tidak ada",5
Ribet rumit bikin pusing.. bikin emosi.. mau trnsaksi malah minta update pula mana gagal2 terus..gk sesederhana mobile banking..,1
"Aplikasinya lemot, blum masuk sdah ada tertulis ""fitur lagi tidakvtersedia"" 😌",1
"Tolong ini saya mau registrasi.. pilihan cabang malah gak ada yg keluar apapun, gak bisa dilanjutin.",2
"Tolong perbaiki,. Ini gangguannya terlalu lama, buat kerja susah,. Tolong secepatnya",5
"Ribet segala aplikasi baru, Cuma unggul ditampilan dibanding BNI mobile biasa , fitur masih terbatas",3
"Ini dari tadi kagak bisa nyambung nih,gangguan terus dari pagi. Seharian gabisa di akses,aduh repot nih",1
"Kebanyakan maintenance, jadi ga efektif pake ini. Bagusan BNImobile yg kemaren.",2
"Lebih bagus yg dlu.Semenjak pakai aplikasi ini jdi ada limit topup shope,cuman di batasi 1jt/hari.keknya mending pakai bank sebelah aja",1
"Bagus sih tapi lebih sering gangguan,tolong perbaiki lagu yah",4
"sama tolong fitur tarik tunai di buat jg, apk ini kok kyk cacat ya, mendingan yg apk lama",1
"Gabisa verifikasi gara² ga memenuhi kriteria, gatau kriteria kayak apa... Emang saya Rafatar musti banyak duit dulu baru boleh punya rekening",1
Mantap transaksi gampang gak ribet Pendaftaran juga mudah tinggal klik klik saja,5
Selalu gangguan di saat2 transaksi dibutuhkan.. maleeesssss.. dlu BNI mbanking tdk pernah ada gangguan,2
Yg udh pernah pke aplikasi ini . Ini bneran aplikasi ny aman GX sih. Terus bneran di bank BNI ny bukan sih,2
Ampun dah...ini apk taik Tolong jangan mempersulit nasabah..duit orang yg jadi taruhan nya.Bank besar tapi tidak bisa bekerja dengan baik..kalau bukan untk pekerjaan sory mau buka tabungan pake BNI,1
"Aplikasi kalau belum siap jangan di sebar luaskan, sangat tidak nyaman, bagusan BNI Mobile Banking",1
"Aplikasi ancur bnyk maintance top up di batesin aneh,,udh bagus bagus mobile banking,,,sok iye mau nyamain livin sama brimo",1
"Kenapa aplikasi terlalu lambat dan sering error , tolong dong BNI sistemnya lebih baik lagi",3
Sering down perbaikan... Tp t pakai bni biasa ttp suruh pakai ini... Akhir mau beli pulsa jd g bisa... Payah,1
Wondr mau gangguan sampai kapan sihh??? Orang gajian mau buka mbanking nya malah ga bisa. Login BNI mobile juga ga bisa,1
"Kok malah parah banget, udah bener pake Mbanking BNI yang lama.. ini error mulu mana mau Transaksi jadi makin ribet.",1
"Tambahin setor/tarik tunai nya dong, masa lebih lengkap versi lama BNI mobile dari wondr. Ayo BNI tunjukkan perubahan mu 💪💪😁",4
"Saya sangat suka dengan wondr ini, ui nya sangat fresh, minimalis, dan fitunya lengkap",5
"udah enak enak pake bni mobile malah di paksa pake wondr, jelek aplikasi nya lambat gak stabil, huuuuuuu.",1
aplikasi belum mateng udah dipromosii sana sini. banyak fitur yang hilang dari bni mobile yang lama,2
Aplikasi gak bisa di buka karna ada fitur katanya.. tiap kali begini Mulu perasaan🥹,1
"Mohon segera diperbaiki, masak perbaiki terusss, gak kayak awal download",1
Aplikasi membantu banget buat transaksi aku jadi lebih cepat trus penggunaannya juga gampang,5
"Sampai saat ini tdak bisa diakses .,sudah dinonaktifkan aksesibilitas pun masih ga bisa masuk keaplikasi",1
Catatan nya semakin sering di pakai buat transaksi virtual ataupun e-wallet semakin lama loading nya,5
"Sangat terpercaya dan efisien, tampilannya menarik dan mempermudah transaksi",5
Minimal fitur download mutasi rekening HARUS dan TETAP TERSEDIA seperti di apk BNI MOBILE BANKING! SEGERA UPDATE!!! Saya butuh,1
"Aplikasi masih banyak bug perlu banyak perbaikan, masih lebih bagus yg BNI mobile",2
Overall sudah good. Tolong tambahkan fitur untuk cek saldo tanpa harus login ke aplikasi,4
"Aplikasi gk jelas kebanyakan gk bisa nya,gk bisa di buat buru2 selalu coba lagi coba lagi dan coba lagi.",1
Gak bisa dibuka terus bilangnya tim kami sedang melakukan perbaikan Sampai sekarang gak bisa dibuka2,1
Aplikasi buruk lebih banyak errornya dari pada bagusnya. Lebih bagus yg BNI lama,1
"aplikasi ini sangat membantu untuk transaksi sehari-hari, gampang dan gak ribet!",5
Seharian error dalam perbaikan terus... Kok bisa selama itu,1
"udah bisa buat top up tapi gabisa buat bayar ukt unpad, masa adanya ui doang",1
"Susah login, jaringan sering bermasalah. Aplikasi sering error",1
Aplikasi mudah digunakan dan dimengerti mudah juga untuk diakses nya,5
"Harusnya kalau belum siap aplikasinya jangan maksa, sering banget error aplikasi payah",1
"Mudah sekali aktivasinya cepat, sangat mempermudah. Semoga bisa lebih berkembang lagi wondr nya .,👍",5
Lumayan baik ini aplikasinya. Dibandingkan BNI mobile banking yang sering keluar sendiri.,5
"Mending pake mobile bni aja jgn download apk ini banyak gangguannya ditambah lagi tf ke gopay malah ga bisa"" .. sumpah nyeselllllll",1
Baru gunakan aplikasi ini kurang lebih 1 minggu sekarang mau digunakan tidak bisa lg ada perbaikan sistem.,2
"Aplikasi berjalan tidak lancar, dan agak ribet. Lebih bagus aplikasi banking yg lama",1
Transaksi jadi mudah dan cepat. Aplikasi terupdate jadi lebih baik,5
apps BNI gaada yang bener. bug semua. jadi ga nyaman pake bank BNI lagi,1
Sangat membantu sekali terimakasih mudah2an selalu tetap stabil dan banyak inovasi baru,5
Baru pertama x nii pke aplikasi ini.. & nyoba isi token tp laporan nya gagal pdhal saldo nya udh terpotong.. itu gmn yaa min??,3
Apaan dah. Udh transfer ga masuk2 duitnya 2x mlaahan di e wallet yg berbeda. Kecewaaaaaa,1
Sejauh ini .. ini apk paling jauh sering trobel eror dan perbaikan nya lama.. Cso lewat wa percuma .. pertanyaan nya ga ke jawab..,1
"Aplikasi semakin ribet Lebih nyaman mobile yg lama Ini mau dipakai g bisa, kebanyakan perbaikan",1
Bagus si sebenr nya tapi yang bikin MLS sering banget ke jadian tf tapi gak masuk sedangkan saldo udah berkurang dan buruk nya saldo gak di balikin,1
Saat ini masih bermasalahkah. Soalnya seharian gak bisa pake. Mohon segera diperbaiki ya. Terima kasih atas fasilitas ini.,5
Ini kenapa sih aplikasi tidak bisa di gunakandari pagi! Dan tidak ada info juga dari adminya!,1
"Aplikasi banking dengan tampilan baru, tampilan simpel dan menarik, serta mudah digunakan",5
"Bagus, baru 1 hari langsung nggk bisa log in dengan kendala ad sedikit kendala, klo udh bagus ku kasih bintang 5",1
Gak ada buat tarik tunai tanpa kartu ya? Kalau yang di aplikasi bni mobile kan ada fitur mobile tunai..,3
"Mantap nih aplikasi,, lebih lengkap fitur2nya,, apalagi tampilan aplikasinya beuuhhh mantappp",5
Saya bayar pakai qris transaksi tidak berhasil tapi uang sudah terpotong.. d email uang sudah d kembalikan tapi d akun tetap tidak kembali gimana ini,1
"Aku juga, semenjak ganti ke wondr by BNI.. Aku beli token listrik, mutasinya ada tapi transaksi gagal",1
Aplikasi jelek. Ketika login muncul fitur tidak tersedia silahkan menunggu kembali. Gitu aja terus,1
Barusan instal aplikasi Wndr mudah buat bayar billing...kebetulan kerjaan mengharuskan bayar pakai BNI jooss mantapp!,5
"sering banget transaksi gagal tapi saldo engga kembali, udah hubungi cs tapi jawab nya bot, mending apk dulu",1
Aplikasi yang sangat bagus dengan fitur lengkap membuat saya lebih mudah bertransaksi .thanks wondr by BNI,5
"lebih baik BNI mobile, pas buka apknya malah ngestuck di halaman awal loading",1
Awal pke wonder bagus. Kenapa udah seminggu ini apk selalu error ya?,1
Apk baru tapi gak bisa di buka sering ngebaq juga aneh ? Gimna saya mau transaksi,1
"Pendaftaran sangat mudah dan cepat transaksi mudah,cepat dan sangat aman.",5
"Wondr sangat mengecewakan, gangguan terus, kenapa sih kaya amatiran gitu. Ini BNI bank besar. Kenapa wondr kaya monyet yang baru tahu berjalan",1
Ini baru aja instal aplikasinya cepat banget gak ribet memudahkan sekali makasih ya wonder by BRI,5
"Dengan menggunakan aplikasi wondr by BNI sejauh ini cukup membantu kemudahan dalam bertransaksi dan aplikasi Wondr by BNI multifungsi, berfokus pada layanan perbankan bahkan investasi. Tampilan aplikasinya modern, dengan fitur keamanan canggih, sehingga menjadi solusi lengkap bagi nasabah BNI.",5
"Perhari ini tidak bisa buka aplikasinya sama sekali, tlong segera diperbaiki",1
"Loading lambat, masih mending pakai banking yg lama cepat loading nya",1
"kenapa cc saya gk muncul di aplikasi wondr, sudahcoba bolak balik cek aplikasi ttp aja gk muncul di aplikasi",3
"kamu terlalu banyak mencoba, coba besok lagi kamu terlalu banyak mencoba, coba besok lagi kamu terlalu banyak mencoba, coba besok lagi Terus ngene sampek kiamat. Verifikasi sampek peng swidak ra berhasil... bank bank lain gk seperti ini. cok deh aplikasi wonder.",1
"Gangguan mulu , gara2 ini pekerjaan terhambat dan terancam karna ga bisa setoran, masa iyaa aplikasi kek gini?",1
Kenapa sih aplikasi ini ada aja kendalanya waktu mau dipakai. Plislah ini bagian aplikasi diperbaikilah,2
Parah...giliran maintenance bisa berhari hari. Menghambat yg mestinya bisa praktis jd ribet.,1
Lah Kenapa TopUp ewallet jadi pake limit . Cuma 1jt doang .. apk sebelumnya mah bisa lebih dari 5jt .,4
Update malah gabisa masuk2 ga jelas lama2 nih aplikasi...mending BNI mobile yg lama,1
Terjadi kendala sistem terus!!! Hampir 1 sudah gak bisa transaksi parah!!!,1
"Aplikasi baru ada aja masalahnya, heran bgt 😑. Tolong lah jgn sering erorr mulu...",4
Ini kan aplikasi m banking tpi lama sekali perbaikan sistem nya..bagaimana orang mau transaksi..sangat merugikan konsumen.,1
Tolong aplikasi gangguan tidak bisa dipakai mohon perbaiki secepatnya,5
"Saya kasi bintang 3 dulu di karenakan punya saya tidak bisa di masukan kode otp nya, sudah di masukan masih tidak bisa, mohon bantuannya",3
"Terlalu sulit untuk verivikasi wajah,gagal maning gagal maning son,besok di coba lagi,kalau masih gagal terus,hapus saja,ngga bisa terpakai",3
"Gampang bangett dipakenya, simple, bayar apa apa jadi lebih cepettt. Sukaa pokoknyaa",5
"skrg jd susah masuk, fiturtidak ada, knp jdi ribet bgni, kurangpuas sama aplikSi ny",1
"Aplikasinya gak jelas,setiap di buka mau ngecek kok susah sekali login nya",1
"Ganti ke Wonder malah sering gangguan , kalau sistem belum siap ga perlu so soan ganti",1
Sudah update tapi malah gak bisa pake transaksi kembalikan BNI mobile,1
"Aplikasi simpel, dan memudah kan dan membatu dalam bertaransaksi",5
"Pakai wondr simpel banget,semua menu transaksi nya mudah digunakan",5
Mau buka aplikasinya aja masih agak susah ya ... [fitur lagi tidak tersedia]... katanya gt,3
"Lbh nyaman APK BNI dulu dr. Pd yg skrg kek taikkk.. Banyak gangguan nya, merasa tdk nyaman ntk digunakan",1
"Apk ga jelas,banyak kendala gangguan gak ngotak, lemot.",1
"Ada apa dgn wondr bos kok ngak bisa login dari siang tadi, ada perbaikan lama kali nee agar segera di tangi bos",1
"Setelah saya menggunakan app ini,masih banyak yg kurang,salah satu informasi pengeluaran tidak ditampilkan sisa saldonya.",3
Lancar tanpa kendala. Kecuali ewallet gopay tidak bisa digunakan.,3
"Mempermudah mengatur keuangan, aplikasi mudah, gampang digunakan",5
"kenapa sya tiba tiba gabisa transaksi disini , awalnya bisa tapi sekarang harus masukin nomor kartuu",2
Gmn gk jelas.. Transaksi uang sy sdh kluar di cek mutasi sdh kluar sy top up gopay sy 100 rb.. Sdh di potong pdhl blm berhasil.. Sdh sy gmail wonde by BNI di persulit gk ada tanggapan.. Kmn ini sy minta tanggung jawab .. Bgni caranya konsumen di rugikan wlpun cm 100 rb tp penipuan namanya.,1
"Bukan mempermudah malah menyusahkan, srg gangguan fitur tarik tunai jg blm ada",1
"Aplikasinya blum ada menu tarik/setor tunai tanpa kartu,kalah sama bank bumn yg lain jauh ktinggalan",1
"Aplikasi trial coba coba gak jelas,,, gangguan lama bgt,, asuuu",1
aplikasi belum siap... sering error perbaikan saat saat penting... bosok,1
"apliksi sering berkendala, payahhh , terkadang login mengulang dari awal.",2
Sering eror gbs dibuka dlm sebulan lbh dr 3x ada aja eror nya .uda update jg gbs dibuka...bagusan yg dl malah..,1
"Saat aplikasi nya berjalan atau sedang transaksi, tiba2 muuncul iklan",1
"Seneng deh, jadi mempermudah transaksi gak repot bisa diakses dimana aja, good",5
Wondr sekarang bener bener lelet mau masuk juga loading lama parahh padahal dulu wondr sebagus itu mempermudah sekarang boro boro,1
"Coba tolong kalo maintenance tidak di jam sibuk orang pergunakan untuk transaksi online, atm manual jadi rame. 25Nov2024 dari jam 10-11.35WIB belum dapat digunakan",1
Perhari ini ada gangguan ga ya...soalnya sy mau transfer tp kx munculnya gambar wondr nya aj,4
"Tolong di perbaiki dong, knp si setiap mau transfer/top up dana selalu gabisa",1
Tolong lah aplikasi nya mohon di perbaiki dari smalam mbangking masa gak bisa gmana nih pihak bni.,1
"mbanking yg menurut saya eye catching bgt sih, suka sama tampilannya dari yg sebelumnya pake mbanking bni yg biasa, skrg pindah ke wondr lebih suka",5
"Sangat buruk, bagusan BNI mobile banking yg dulu, sangat cepat login nya",1
Kacau nih app Baru instal terus beli token listrik 2 kali nyoba @ Rp 500 rb pesannya transaksi gagal tapi saldo berkurang,1
Aplikasi apaan sih kalo belum siap jangan di rilis eror Mulu mana maksa banget buat pindah apk pas di instal gajelas begini,1
"mau masuk app malah lanjut pendaftaran mulu dan gabisa masuk ke account, kacau",1
"ngisi token transaksinya gagal, tapi saldo berkurang.. udah lapor lwat email tapi ngg ada jawaban.. 🙏🏻😅",2
Lambat setiap mau login dan selalu ada perbaikan terus,2
Terlalu sering gangguan.. Tolong aplikasi nya diperbaiki lagi,1
Bagusan apk lama riwayat transaksi jelas masuk berapa saldo jd berapa jelas. Lah ini cuma masuk sekian sekian sekian dan terimakasih.,1
"tolong ini di jam² 7 malam ke jam 9 wondr gak bisa diakses, seperti tidak ada peningkatan sama sekali",1
"Sangat membantu dan memudahkan sekali ,, gampang dimengerti juga gak ribet",5
ini apk buat apaan dah buat transaksi kemanapun gabisa saldo cukup ada padahal,1
"ini apk jelek bgt sumpahh, sering eror jadi mau transaksi susah. bagusan bni yang lama!!!!",1
Kenapa ada perbaikan terus ...ngak kayak M-BEAKING 😌mau tranfer tranfer malah masih di perbaikan..tolong di normalkan ya,3
Aplikasinya lelet habis beli pulsa prabayar pulsa tdk masuk dan keterangan gagal tapi saldo terpotong,1
"maintenance pas jam kerja gimana ini mengecewakan, wajar nya maintenance pas dini hari ini malah tengah hari",1
Ini wondr npa sihh perbaikan nya lama sekalii.. Pusing mau beli pulsa gangguan trusss,2
"Adakan ""Mobile Tunai"" di apk baru kalian ini. Kalau apk lama mau di hilangkan, minimal apk baru itu lengkap.",1
Bukan nya mempermudah malah menyulitkan.. susah bgt mau login..,1
"Kenapa kendala terus mau buka aplikasi selamat muncul tip kami sedang di perbaiki, mohon bantuan 🙏",1
"Ih kenapa bug terus sih, sesi berakhir terus pdhal udah klik itu itu nya.",4
"Jelek bgt, ini kenapa sesi habis terus, disuruh login ulang terus terusan",1
Jelek banyak transaksi yang gak ada dlu di aplikasi BNI awal ad tarik tanpa kartu di wonder malah gak ada aneh,1
Maintenance berjam jam gak selesai. Saya jadi tida bisa transaksi. Akhirnya harus transaksi pakai bank lain.,1
Kenpa ya bru loading 1 x udah error Mohon maaf ya di kasih bintang 1 karna blm ku coba pakai aplikasi Wonder By BNI nnti kalau udah membaik baru sya berii bintang 5,1
Sangat memyaskan.... Tapi minta tolong untuk Wondr ada fitur mobile tunai. Terimakasih...,5
Banyak kurang nya masih riwayat transaksi susah nyari nya dimana bagus aplikasi yg dulu malah,1
Tolong segera diperbaiki ditambah menu transaksi non kartu.,1
Aplikasi buruk sekali niat melakukan pembayaran belanjaan di alfagif ternsaksinya gagal eh malah saldo kita tetap terpotong,1
"sejauh ini lebih baik BNI Mobile sih.Wonder ribet fitur galengkap, gabjsa tarik tunai tanpa kartu",1
"parah sih, kenapa transaksi gagal mulu padahal saldo masih banyak",1
"Apk nya jelek, KTP saya udah dipoto, muka sambil dan buka mulut dan berkedip udah dilakukan tapi masih belum juga bisa.",1
Aplikasi munkin dalam pengembangan ya. di setelah instal dan login aplikasi tidak bisa di pakai,1
"Masih banyak fitur yang masih kurang seperti tarik tunai, semoga cepat diupgrade",4
"Aplikasi berfungsi dengan Baik, Mohon lengkapi fitur-fiturnya seperti pada Mobile BNI",5
"Sejak pakai Wondr by BNI transaksi perbankan jd Lebih sat set, gak pake Lama Lagi.. Isi puLsa, top up sampe investasi pun Lancar jaya.. Rekomen pokoknyaa 👍",5
"Semakin kesini pelayananya BNI semakin menurun, mau transaksi aja ganguan trus, apakah perlu ganti BANK.",2
"Harus update aplikasi tiap bulan, dulu pakai bni mobile tidak begini.",2
kenapa gangguan terus sih pusing juga gua lama lama pake ini sumpah gangguan nya tiap hari banget,2
Aneh fiturnya dikit. Tarik tunai gk bisa. Aneh . Nge bug,1
Mau bayar uang semester kuliah tp yg ada di aplikasi cuma UI doank,1
Aplikasi memang bagus dan lebih mudah namun lama sekali saat membuka dan memulai aplikasi,3
Saya tidak tahu kenapa semenjak pakai aplikasi ini saya setiap hari di teror oleh oknum yang mengatasnamakan dari pihak BNI Setiap hari di telpon meminta data pribadi saya dengan berbagai alasan Saya sangat risih sekali dengan hal tersebut Saya putuskan untuk tidak pakai lagi jasa bank BNI,1
"sering trouble, hampir setiap hari jadi susah kalo mau transaksi, tolong BNI segera diperbaiki agar tidak merugikan nasabah",2
padahal udah bagus aplikasi mobile BNI. malah suruh pindah ke aplikasi lain. bikin aplikasi baru biar ada tender kerjaan.,1
𝐵𝑢𝑘𝑎 𝑟𝑒𝑘𝑒𝑛𝑖𝑛𝑔 𝑔𝑎𝑚𝑝𝑎𝑛𝑔 𝑐𝑒𝑝𝑎𝑡.. 𝑇𝑖𝑛𝑔𝑎𝑙 𝑛𝑢𝑛𝑔𝑔𝑢 𝑘𝑎𝑟𝑡𝑢𝑛𝑦𝑎 𝑎𝑗𝑎,5
Aplikasi tidak bisa dibuka sama sekali. Pihak kantor cabang BNI juga tidak tau mengapa demikian,1
kok setiap mau masuk ni apk ada bacaan filtur tidak tersediah padahal aku mau TF dana ke teman malah gak bisa,2
"Aplikasi kntl, maintenance lama bener lebih parah dari PointBlank di hari Selasa..",1
Tranfer gagal tapi saldo berkurang lawak apk banyak kekurangan saya kehilangan uang 20000 gara gara nih aplikasi,1
Kenapa pas udah registrasi malah balik lagi registrasi. Ngga bisa log in.,1
Aplikasi belum siap tapi dah nyuruh nasabah beralih. fitur blum lengkap capedeh.,1
"Pada Hari ini jam 10 pagi sampai sekarang, APK nya tidak bisa login. Notifikasi nya TIM KAMI SEDANG MELAKUKAN PENGOPTIMALAN FITUR. APK TIDAK JELAS",1
Tidak ada opsi buat rubah cicilan kartu kredit nya Sangat tidak recommended,3
"Ini aplikasi apaan dari mobile banking diarahkan kesini utk isi token listrik, nah giliran mau beli token disuruh cek no idpel pdhal udah benar dan diminta nunggu lain waktu sementara udah butuh mau isi token listrik ga bisa diharap nih aplikasi, maaf",2
Kalau bukan gaji aku masuk lewat BNI amit amit pakai aplikasi yg sering keluar sendiri dan bermasalah,1
"Download ini karena jadi syarat pembiayaan suami, tapi setelah pakai malah jadi ketagihan karena promo2 nya buat yg hobi jajan dan segala bayar2 tagihan via online. thanks wondr 🥰",5
Kok saya pas login malah keluar sendiri kenapa yaa??? Malah makin aneh setelah update,1
Bentuk feedback saya terhadap untuk sistem kinerja operasional BNI yang terbilang lama dan lelet .,1
Minta tolong untuk di tambahkan fitur download hasil transaksi nya Pak/Bu,5
Untuk menu cek sisa pinjaman tidak ada seperti aplikasi bni mobile banking sebelumnya,4
"Suka banget sama apk ini, semuanya mudah di akses. Sukses terus yaa!",5
"Praktis banget pakenya, Simple ga pake ribet juga registrasinya,, Suka deh...",5
"Gabisa login pdhl kmren2 bisa skrng gabisa login karena ada perbaikan katanya, hufttttt💔",2
"Tanggal 25 Okt 2024 OS Android 15 belum bisa, selalu gagal di proses akhir. Mohon diperbaiki",2
Masih lengkap mbanking bni. Riwayat transaksi jg lebih detail. Mencantumkan saldo terakhir setelah transaksi,1
kga bisa tarik tunai tanpa kartu ke atm bni by wonder harus pake aplikasi bnimobile. buat apa banyak² aplikasi yak,1
Tidak bisa login saat sedang ingin melakukan transaksi. Konyol!,1
"Aplikasi sangat buruk, masa transaksi gagal tapi saldo terpotong, gak usah buat aplikasi hanya untuk merugikan pengguna",1
"Apaan crash mulu tiap selesai verifikasi, gabisa login terus",1
Udah ganti taun bug wondr belum beres juga. Stuck di logo terus2an,1
Wonder error' mulu....kalo belom bagus jgn paksakan di luncurkan dunk....jadi susah mau transaksi,1
"Wididaaaw aplikasi tampilan bagus.... Tapi kok hari ini gk bisa dibuka, dari pagi hingga saat ini",1
"Verifikasi wajah selalu gagal, padahal udah sesuai konstruksi, nyebelin banget apk wondr ini makin ribet Dan harus nyoba lagi bsk",1
"Aplikasi apa ini , Ajuin kartu kredit pas SELFI susah bner, keterangan foto dukcapil Tdk ada,, kan ngaco...",1
"Udah slesai daftar malah tidak bisa log in ""sesi telah berakhir""",1
"mohon maaf, bintang 1 dulu. alasannya sering perbaikan dan error. semoga cepat diperbaiki!",1
Tolong disimpan history rekening dan token biar saat transaksi kita gak perlu ketik ulang-ulang,1
"Perasaan ini wondr BNI gangguan mulu, stiap mau du gunakan pasti ada kendala perbaikan sistem, heran gueh",3
Mohon untuk verifikasi wajah jangan bikin gamood ya saya udah ijutin intruksi tapi disuruh ulang terus!,1
"Sumpah app jelek bagett, baru berapa kali buka sdh ada aja masalah appnya,..",2
"kebanyakan loading, perbaikan terusss ga bisa di bukaaaa.. aplikasi aneh",1
Loading terlalu lama padahal sinyalnya bgus tolong diperbaiki,1
"Jaringan bagus, tpi tiap dibuka tulisannya slalu fitur tidak trsedia...",1
"Gangguan mulu kenapa, udh dua kali gangguan , transfer pending jg",4
semua udah bagus cuman klok bisa tambahin notifikasinya biar kita tau uang masuk,4
Aplikasi bodok suka logout2 sendiri susahnya minta ampun login kembali gagal sistem terus,1
aplikasinya bagus dan lancar untuk digunakan transaksi apapun 👍👍,5
Keren banget Aplikasinya Masya Allah. Fiturnya lengkap banget. Good job wondr by BNI👍👍,5
